"cargo_type,cargo_weight_tons,shipping_month,origin_port,destination_port,origin_efficiency_score,destination_efficiency_score,avg_dwell_time_origin,customs_clearance_score,congestion_index,weather_risk_score,handling_complexity_score,delay,cargo_type_encoded,origin_port_encoded,destination_port_encoded"
"Fragile,12.03,9,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.8,1,1,4,3"
"Fragile,15.57,8,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.8,1,1,4,2"
"Electronics,9.53,12,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.7,0,0,1,3"
"Machinery,3.03,2,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.5,0,2,1,0"
"Perishable,16.13,3,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.9,0,3,5,3"
"Fragile,12.2,3,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.8,0,1,2,0"
"Perishable,3.19,1,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.9,1,3,0,4"
"Electronics,18.11,11,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.7,1,0,3,5"
"Electronics,4.19,8,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.7,1,0,4,5"
"Perishable,5.23,8,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.9,1,3,4,0"
"Electronics,1.79,10,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.7,0,0,1,3"
"Standard,1.92,2,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.3,0,4,5,3"
"Perishable,9.06,4,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.9,0,3,5,3"
"Perishable,19.96,5,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.9,1,3,0,2"
"Electronics,14.65,2,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.7,0,0,1,4"
"Machinery,11.32,10,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.5,1,2,3,5"
"Fragile,6.0,5,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.8,1,1,3,2"
"Fragile,9.0,7,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.8,1,1,4,2"
"Electronics,16.71,4,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.7,0,0,2,5"
"Perishable,10.6,11,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.9,1,3,4,3"
"Standard,4.74,12,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.3,0,4,5,2"
"Standard,2.2,8,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.3,1,4,3,5"
"Machinery,3.49,2,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.5,0,2,1,5"
"Electronics,19.62,10,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.7,1,0,4,5"
"Standard,17.69,8,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.3,1,4,3,0"
"Fragile,1.6,6,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.8,1,1,0,2"
"Electronics,19.01,7,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.7,0,0,0,3"
"Machinery,12.0,12,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.5,0,2,1,2"
"Standard,2.56,4,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.3,1,4,3,1"
"Electronics,15.62,2,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.7,0,0,2,0"
"Electronics,1.8,3,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.7,0,0,1,5"
"Fragile,13.3,4,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.8,0,1,2,0"
"Standard,12.35,8,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.3,1,4,3,4"
"Machinery,8.5,9,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.5,1,2,3,5"
"Electronics,11.41,12,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.7,0,0,1,0"
"Machinery,6.74,7,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.5,0,2,5,0"
"Perishable,13.77,11,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.9,1,3,0,1"
"Standard,11.24,4,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.3,0,4,5,3"
"Fragile,4.06,9,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.8,0,1,2,0"
"Fragile,6.58,3,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.8,0,1,1,5"
"Electronics,7.0,10,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.7,0,0,0,2"
"Perishable,2.92,12,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.9,0,3,2,1"
"Standard,6.12,1,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.3,0,4,0,5"
"Standard,5.61,11,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.3,0,4,5,0"
"Fragile,8.0,10,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.8,0,1,2,3"
"Perishable,12.4,3,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.9,1,3,4,1"
"Fragile,18.15,8,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.8,1,1,0,1"
"Electronics,14.2,4,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.7,1,0,4,5"
"Perishable,10.97,3,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.9,0,3,1,0"
"Perishable,13.92,4,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.9,0,3,5,1"
"Electronics,2.68,12,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.7,0,0,5,1"
"Machinery,16.37,3,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.5,0,2,0,3"
"Perishable,16.85,11,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.9,1,3,3,2"
"Perishable,3.13,11,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.9,0,3,5,0"
"Standard,19.02,6,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.3,0,4,0,5"
"Electronics,12.14,5,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.7,1,0,3,5"
"Standard,12.84,2,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.3,1,4,4,3"
"Standard,15.0,7,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.3,1,4,3,5"
"Standard,3.33,3,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.3,0,4,5,1"
"Fragile,19.75,2,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.8,0,1,5,4"
"Standard,7.2,2,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.3,0,4,0,4"
"Electronics,5.19,1,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.7,0,0,5,2"
"Electronics,12.04,3,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.7,1,0,3,1"
"Machinery,5.02,1,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.5,0,2,0,1"
"Electronics,13.96,3,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.7,0,0,1,4"
"Standard,13.18,5,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.3,0,4,5,3"
"Machinery,16.27,9,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.5,1,2,3,4"
"Electronics,16.23,2,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.7,1,0,4,1"
"Fragile,12.72,9,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.8,0,1,5,0"
"Machinery,19.98,4,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.5,1,2,4,0"
"Standard,3.56,2,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.3,0,4,5,3"
"Fragile,9.37,11,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.8,1,1,3,4"
"Electronics,16.97,8,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.7,1,0,4,0"
"Machinery,16.67,4,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.5,1,2,3,4"
"Fragile,9.26,4,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.8,0,1,5,0"
"Standard,19.68,10,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.3,1,4,4,2"
"Fragile,9.88,10,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.8,1,1,3,1"
"Electronics,16.78,8,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.7,0,0,2,0"
"Fragile,0.67,9,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.8,0,1,1,3"
"Electronics,17.18,5,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.7,0,0,0,2"
"Fragile,0.53,12,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.8,1,1,4,2"
"Electronics,9.93,7,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.7,0,0,2,0"
"Electronics,6.01,10,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.7,0,0,5,4"
"Perishable,12.51,5,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.9,0,3,2,0"
"Perishable,15.76,11,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.9,0,3,2,5"
"Fragile,18.45,2,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.8,1,1,0,4"
"Machinery,6.56,1,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.5,0,2,5,4"
"Fragile,13.85,11,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.8,0,1,1,4"
"Standard,12.44,4,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.3,0,4,5,4"
"Perishable,8.03,7,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.9,1,3,0,4"
"Fragile,8.35,11,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.8,0,1,2,1"
"Machinery,14.28,10,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.5,0,2,2,5"
"Perishable,13.1,3,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.9,0,3,5,1"
"Perishable,2.01,5,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.9,1,3,0,5"
"Machinery,19.15,3,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.5,0,2,2,5"
"Electronics,16.97,5,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.7,0,0,0,4"
"Fragile,8.48,4,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.8,0,1,2,0"
"Fragile,18.57,8,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.8,1,1,4,5"
"Standard,12.4,3,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.3,1,4,4,0"
"Perishable,7.45,11,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.9,1,3,4,0"
"Fragile,1.18,8,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.8,0,1,2,3"
"Perishable,4.0,1,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.9,1,3,3,5"
"Fragile,12.26,3,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.8,1,1,3,0"
"Fragile,7.08,12,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.8,0,1,5,3"
"Machinery,6.38,12,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.5,0,2,5,4"
"Perishable,6.32,10,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.9,1,3,0,2"
"Electronics,3.53,9,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.7,0,0,1,3"
"Standard,8.61,10,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.3,0,4,5,4"
"Fragile,8.27,12,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.8,1,1,3,5"
"Standard,3.46,9,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.3,1,4,4,1"
"Standard,6.05,7,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.3,1,4,4,3"
"Perishable,17.27,3,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.9,0,3,5,2"
"Fragile,7.77,3,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.8,0,1,2,4"
"Fragile,7.86,8,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.8,0,1,1,3"
"Electronics,12.59,7,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.7,0,0,2,3"
"Machinery,13.0,9,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.5,1,2,3,0"
"Standard,3.36,7,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.3,0,4,1,2"
"Electronics,16.11,2,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.7,0,0,0,2"
"Machinery,1.61,1,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.5,1,2,3,1"
"Fragile,11.6,2,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.8,1,1,0,3"
"Perishable,12.21,10,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.9,1,3,3,1"
"Electronics,17.2,3,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.7,1,0,4,1"
"Fragile,7.53,1,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.8,0,1,5,4"
"Electronics,12.06,5,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.7,1,0,3,1"
"Perishable,2.3,9,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.9,0,3,2,1"
"Machinery,5.48,9,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.5,0,2,0,4"
"Fragile,11.1,8,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.8,0,1,5,2"
"Perishable,18.24,5,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.9,1,3,0,1"
"Perishable,5.89,7,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.9,1,3,0,3"
"Fragile,5.01,6,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.8,0,1,5,0"
"Machinery,1.44,3,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.5,0,2,2,5"
"Electronics,9.65,7,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.7,0,0,1,0"
"Electronics,17.84,5,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.7,0,0,0,4"
"Fragile,3.0,4,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.8,1,1,3,0"
"Standard,16.77,12,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.3,0,4,5,3"
"Machinery,16.47,8,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.5,1,2,3,1"
"Perishable,3.08,4,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.9,0,3,2,1"
"Perishable,16.9,7,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.9,0,3,5,0"
"Standard,18.39,5,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.3,0,4,2,0"
"Standard,14.7,7,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.3,0,4,0,4"
"Machinery,3.11,1,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.5,0,2,1,4"
"Standard,16.73,12,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.3,1,4,3,4"
"Standard,12.78,7,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.3,0,4,1,0"
"Perishable,5.07,2,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.9,1,3,0,1"
"Fragile,11.12,8,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.8,1,1,3,1"
"Machinery,9.43,8,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.5,0,2,5,4"
"Fragile,11.62,8,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.8,1,1,3,4"
"Standard,6.22,12,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.3,0,4,2,1"
"Perishable,12.13,6,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.9,1,3,0,3"
"Fragile,5.85,3,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.8,1,1,3,2"
"Machinery,14.0,1,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.5,1,2,4,2"
"Machinery,10.24,12,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.5,0,2,2,4"
"Fragile,6.56,2,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.8,1,1,0,3"
"Standard,11.09,9,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.3,1,4,3,4"
"Fragile,11.07,8,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.8,1,1,3,0"
"Electronics,0.59,11,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.7,0,0,0,4"
"Electronics,6.89,2,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.7,0,0,5,0"
"Fragile,12.29,11,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.8,1,1,4,2"
"Perishable,8.01,1,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.9,0,3,5,2"
"Machinery,9.62,11,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.5,0,2,0,4"
"Electronics,8.78,6,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.7,0,0,1,5"
"Perishable,3.39,3,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.9,0,3,2,5"
"Machinery,13.66,6,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.5,1,2,3,1"
"Machinery,14.24,5,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.5,1,2,4,3"
"Standard,11.0,2,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.3,0,4,0,4"
"Fragile,18.16,9,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.8,1,1,4,5"
"Electronics,6.04,5,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.7,0,0,5,2"
"Electronics,5.88,12,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.7,0,0,1,3"
"Standard,11.6,2,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.3,1,4,3,4"
"Electronics,11.98,12,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.7,0,0,2,3"
"Standard,11.26,6,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.3,1,4,3,2"
"Perishable,6.75,5,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.9,1,3,0,5"
"Machinery,10.61,4,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.5,0,2,1,0"
"Standard,6.68,9,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.3,0,4,1,5"
"Machinery,19.6,10,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.5,0,2,2,0"
"Machinery,3.46,10,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.5,0,2,2,3"
"Electronics,4.82,9,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.7,0,0,5,0"
"Perishable,17.44,1,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.9,0,3,1,4"
"Fragile,10.09,11,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.8,1,1,0,1"
"Electronics,11.12,10,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.7,0,0,5,2"
"Standard,17.48,7,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.3,1,4,4,2"
"Electronics,14.5,1,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.7,1,0,4,2"
"Machinery,9.74,1,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.5,0,2,1,4"
"Electronics,2.08,7,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.7,1,0,4,2"
"Machinery,12.23,5,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.5,1,2,3,4"
"Perishable,9.15,1,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.9,0,3,5,1"
"Electronics,19.1,8,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.7,0,0,1,2"
"Perishable,10.16,1,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.9,1,3,4,1"
"Standard,19.44,5,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.3,1,4,4,2"
"Fragile,15.08,11,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.8,1,1,4,2"
"Electronics,15.99,1,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.7,0,0,1,3"
"Standard,7.03,4,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.3,1,4,4,5"
"Perishable,4.4,7,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.9,1,3,4,5"
"Perishable,1.19,1,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.9,1,3,4,2"
"Standard,3.18,5,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.3,0,4,0,4"
"Perishable,1.01,4,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.9,0,3,1,3"
"Standard,17.82,6,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.3,1,4,3,5"
"Standard,10.78,6,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.3,1,4,4,2"
"Perishable,15.41,7,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.9,1,3,3,0"
"Perishable,2.67,8,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.9,1,3,3,4"
"Fragile,10.86,7,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.8,1,1,3,4"
"Electronics,13.58,10,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.7,1,0,3,2"
"Fragile,8.37,9,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.8,0,1,1,4"
"Electronics,8.34,7,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.7,1,0,3,5"
"Perishable,8.81,5,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.9,1,3,4,2"
"Electronics,1.94,5,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.7,1,0,4,1"
"Standard,8.76,2,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.3,1,4,4,1"
"Perishable,17.9,10,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.9,1,3,4,0"
"Machinery,0.95,9,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.5,0,2,0,5"
"Perishable,14.82,11,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.9,0,3,5,1"
"Standard,8.23,12,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.3,1,4,4,3"
"Machinery,15.48,4,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.5,0,2,5,1"
"Standard,15.05,9,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.3,0,4,5,1"
"Standard,18.2,11,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.3,0,4,2,1"
"Perishable,13.18,9,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.9,0,3,5,4"
"Fragile,4.87,7,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.8,0,1,1,2"
"Machinery,11.75,3,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.5,0,2,5,4"
"Electronics,11.92,12,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.7,1,0,4,0"
"Machinery,2.04,11,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.5,0,2,0,5"
"Electronics,16.15,1,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.7,1,0,4,2"
"Perishable,15.14,11,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.9,0,3,5,3"
"Machinery,10.45,5,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.5,0,2,0,1"
"Machinery,16.72,3,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.5,0,2,0,5"
"Fragile,16.63,10,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.8,1,1,4,3"
"Perishable,14.97,4,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.9,0,3,5,2"
"Standard,12.83,8,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.3,0,4,0,5"
"Machinery,14.89,4,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.5,0,2,0,2"
"Perishable,3.26,5,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.9,0,3,2,4"
"Electronics,11.72,12,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.7,0,0,1,3"
"Perishable,3.82,3,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.9,1,3,0,4"
"Standard,3.3,2,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.3,0,4,2,4"
"Fragile,15.95,1,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.8,0,1,2,5"
"Fragile,9.16,8,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.8,0,1,1,4"
